,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
5015,705963,NODE_5,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,48.206,446,216,4,88091,89425,439,8,1.34E-112,366,65.92
5257,705963,NODE_5,BAC0155|evgS|sp|P58402|EVGS_ECO57,48.696,115,59,0,93899,94243,957,1071,8.64E-25,114,71.3
4990,705963,NODE_5,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,77.904,353,64,4,98632,99684,25,365,9.87E-173,536,85.55
4987,705963,NODE_5,BAC0041|bcr|sp|P28246|BCR_ECOLI,98.737,396,5,0,127829,129016,1,396,0,671,99.49
5154,705963,NODE_5,BAC0274|nikE|sp|P33594|NIKE_ECOLI,42.857,210,118,2,129772,130398,232,24,2.48E-40,151,63.81
5385,705963,NODE_5,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,37.5,48,30,0,168351,168494,480,527,0.022,40,62.5
5550,705963,NODE_5,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,30.435,69,48,0,191338,191544,69,1,5.22E-06,48.5,62.32
5103,705963,NODE_5,BAC0331|rcnB/yohN|sp|P64534|RCNB_ECOLI,100,112,0,0,219499,219834,112,1,3.60E-64,213,100
4991,705963,NODE_5,BAC0330|rcnA/yohM|sp|P76425|RCNA_ECOLI,98.54,274,4,0,220056,220877,274,1,9.76E-144,448,99.27
5111,705963,NODE_5,BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI,100,90,0,0,220998,221267,1,90,1.71E-52,179,100
4992,705963,NODE_5,BAC0039|baeR|sp|P69228|BAER_ECOLI,99.583,240,1,0,239823,240542,240,1,1.47E-143,446,99.58
4980,705963,NODE_5,BAC0040|baeS|sp|P30847|BAES_ECOLI,96.146,467,18,0,240542,241942,467,1,0,895,98.72
4974,705963,NODE_5,BAC0212|mdtC/yegO|sp|P76399|MDTC_ECOLI,98.634,1025,14,0,243358,246432,1025,1,0,1836,99.41
4972,705963,NODE_5,BAC0211|mdtB/yegN|sp|P76398|MDTB_ECOLI,99.808,1040,2,0,246436,249555,1040,1,0,1965,100
4986,705963,NODE_5,BAC0210|mdtA/yegM|sp|P76397|MDTA_ECOLI,99.036,415,4,0,249558,250802,415,1,0,763,99.76
3830,705963,NODE_6,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,41.86,86,49,1,700,957,85,1,1.70E-13,68.2,61.63
3764,705963,NODE_6,BAC0253|mntR|sp|P0A9F1|MNTR_ECOLI,100,155,0,0,11941,12405,1,155,3.45E-98,312,100
3827,705963,NODE_6,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,31.579,57,37,1,16034,16198,477,533,0.21,37,61.4
4100,705963,NODE_6,BAC0611|modC|sp|P09833|MODC_ECOLI,31.897,116,75,1,25254,25589,102,217,8.23E-08,57,62.07
3813,705963,NODE_6,BAC0271|nikB|sp|P33591|NIKB_ECOLI,40.256,313,182,2,28266,29192,1,312,3.89E-52,187,60.7
3936,705963,NODE_6,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,38.367,245,150,1,29357,30091,28,271,6.58E-38,144,60.41
3752,705963,NODE_6,BAC0208|mdfA/cmr|sp|P0AEY8|MDFA_ECOLI,99.756,410,1,0,40970,42199,1,410,0,773,99.76
3759,705963,NODE_6,BAC0540|nfsA|sp|P17117|NFSA_ECOLI,98.75,240,3,0,48481,49200,1,240,3.60E-140,436,99.17
3769,705963,NODE_6,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.1,289,164,3,52341,53207,1,277,5.87E-61,213,61.25
4189,705963,NODE_6,BAC0610|modB|sp|P0AF01|MODB_ECOLI,46.667,60,32,0,54018,54197,105,164,4.49E-06,50.4,61.67
3768,705963,NODE_6,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.729,321,157,8,88040,88990,312,2,1.33E-65,226,65.11
3831,705963,NODE_6,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,47.718,241,125,1,121362,122084,343,582,7.73E-46,177,68.46
3761,705963,NODE_6,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.685,368,128,5,139446,140528,362,1,5.73E-131,416,71.2
3930,705963,NODE_6,BAC0600|modC|tr|Q72FN3|Q72FN3_DESVH,38.71,62,32,2,156896,157063,113,174,0.006,40.8,61.29
3951,705963,NODE_6,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,39.344,61,35,1,157817,157993,153,213,0.57,34.7,62.3
4228,705963,NODE_6,BAC0421|vceR|tr|Q9KS52|Q9KS52_VIBCH,42.857,42,24,0,210568,210693,18,59,0.007,40.4,64.29
3753,705963,NODE_6,BAC0215|mdtG/yceE|sp|P25744|MDTG_ECOLI,99.755,408,1,0,246975,248198,408,1,0,725,100
3760,705963,NODE_6,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,98.095,210,4,0,300928,301557,210,1,1.40E-138,431,98.57
3829,705963,NODE_6,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,100,85,0,0,301798,302052,1,85,1.04E-49,171,100
4060,705963,NODE_6,BAC0357|recG|tr|B5L350|B5L350_9PSED,43.363,113,59,3,303785,304123,108,1,2.14E-20,90.1,61.95
3847,705963,NODE_6,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.151,212,124,4,309411,310034,27,237,2.66E-33,131,60.85
4628,705963,NODE_68,BAC0173|gadB|sp|P69910|DCEB_ECOLI,99.458,369,2,0,1,1107,98,466,0,768,99.46
5674,705963,NODE_7,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,139,0,0,2,418,139,1,1.55E-86,292,100
5795,705963,NODE_7,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,36,75,48,0,35995,36219,194,120,4.89E-06,50.4,69.33
5866,705963,NODE_7,BAC0177|gadX|sp|P37639|GADX_ECOLI,35.135,74,45,2,72911,73129,170,241,4.53E-05,47.8,60.81
5758,705963,NODE_7,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,40,100,59,1,106979,107278,133,231,6.68E-18,85.9,65
5949,705963,NODE_7,BAC0294|oqxA|tr|Q69HW3|Q69HW3_ECOLX,33.333,42,28,0,108283,108408,104,63,2.1,33.1,66.67
5653,705963,NODE_7,BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE,59.42,690,274,5,165305,167365,4,690,0,705,73.33
5655,705963,NODE_7,BAC0149|emrD|sp|P31442|EMRD_ECOLI,99.239,394,3,0,200954,202135,1,394,0,598,99.49
5670,705963,NODE_7,BAC0195|ibpB|sp|P0C058|IBPB_ECOLI,100,142,0,0,209587,210012,142,1,5.97E-92,294,100
5672,705963,NODE_7,BAC0194|ibpA|sp|P0C054|IBPA_ECOLI,100,137,0,0,210127,210537,137,1,1.36E-86,278,100
5669,705963,NODE_7,BAC0541|yieF|sp|P0AGE6|YIEF_ECOLI,98.404,188,3,0,237766,238329,1,188,2.02E-121,380,99.47
5662,705963,NODE_7,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,100,257,0,0,250098,250868,257,1,1.38E-165,510,100
5658,705963,NODE_7,BAC0315|pstA|sp|P07654|PSTA_ECOLI,98.311,296,5,0,250962,251849,296,1,1.21E-176,543,99.32
5660,705963,NODE_7,BAC0317|pstC|sp|P0AGH8|PSTC_ECOLI,100,319,0,0,251852,252808,319,1,9.98E-175,539,100
5654,705963,NODE_7,BAC0318|pstS|sp|P0AG82|PSTS_ECOLI,100,346,0,0,252898,253935,346,1,0,676,100
4291,705963,NODE_8,BAC0173|gadB|sp|P69910|DCEB_ECOLI,99.281,139,1,0,2,418,139,1,4.42E-86,290,100
4283,705963,NODE_8,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,98.419,253,4,0,5344,6102,253,1,1.19E-163,504,98.42
4280,705963,NODE_8,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,99.341,759,5,0,6626,8902,759,1,0,1526,99.47
4289,705963,NODE_8,BAC0561|marR|sp|P27245|MARR_ECOLI,97.222,144,4,0,27535,27966,1,144,3.95E-89,286,99.31
4293,705963,NODE_8,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,99.213,127,1,0,27990,28370,1,127,5.71E-82,265,100
4298,705963,NODE_8,BAC0217|mdtJ/ebrB/ydgF|sp|Q3Z1V3|MDTJ_SHISS,99.174,121,1,0,66246,66608,121,1,6.17E-70,230,99.17
4286,705963,NODE_8,BAC0707|sodB|sp|P0AGD3|SODF_ECOLI,100,187,0,0,123837,124397,1,187,2.14E-111,352,100
4282,705963,NODE_8,BAC0218|mdtK/ydhE|sp|P37340|MDTK_ECOLI,99.336,452,3,0,131900,133255,1,452,0,785,99.78
2379,705963,NODE_9,BAC0112|cusS|sp|P77485|CUSS_ECOLI,98.542,480,7,0,8200,9639,480,1,0,813,98.96
2378,705963,NODE_9,BAC0109|cusC/ylcB|sp|P77211|CUSC_ECOLI,98.031,457,9,0,10469,11839,1,457,0,825,99.12
2461,705963,NODE_9,BAC0110|cusF/cusX|sp|P77214|CUSF_ECOLI,96.364,110,4,0,11875,12204,1,110,6.22E-67,221,99.09
2381,705963,NODE_9,BAC0108|cusB|sp|P77239|CUSB_ECOLI,98.446,386,6,0,12286,13443,22,407,0,777,99.22
2375,705963,NODE_9,BAC0107|cusA/ybdE|sp|P38054|CUSA_ECOLI,99.331,1047,7,0,13458,16598,1,1047,0,2034,99.71
2783,705963,NODE_9,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.905,84,49,3,26936,27184,560,480,1.16E-10,47.4,60.71
2587,705963,NODE_9,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,45.455,66,33,1,27298,27495,93,31,2.34E-18,62.8,71.21
2449,705963,NODE_9,BAC0164|fecE|sp|P15031|FECE_ECOLI,49.6,250,125,1,44296,45045,251,3,3.93E-68,230,67.2
2793,705963,NODE_9,BAC0244|mexT|tr|O87785|O87785_PSEAI,41.772,79,46,0,61987,62223,80,2,2.13E-14,76.3,64.56
2377,705963,NODE_9,BAC0115|cutE/lnt|sp|P23930|LNT_ECOLI,99.211,507,4,0,104892,106412,507,1,0,922,99.41
2397,705963,NODE_9,BAC0088|corC|sp|P0A2L3|CORC_SALTY,97.26,292,8,0,106440,107315,292,1,2.34E-178,548,99.66
2532,705963,NODE_9,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,37.584,149,84,4,143816,144259,214,74,3.14E-21,94.4,61.74
2402,705963,NODE_9,BAC0459|zitB/ybgR|sp|P75757|ZITB_ECOLI,99.662,296,1,0,188106,188993,307,12,5.44E-152,473,100
2790,705963,NODE_9,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.17,47,30,0,196659,196799,528,482,8.7,31.2,63.83
2404,705963,NODE_9,BAC0608|modE|sp|P0A9G8|MODE_ECOLI,99.618,262,1,0,198073,198858,262,1,2.88E-149,463,100
2399,705963,NODE_9,BAC0609|modA|sp|P37329|MODA_ECOLI,98.054,257,5,0,199303,200073,1,257,1.25E-165,510,98.83
2414,705963,NODE_9,BAC0610|modB|sp|P0AF01|MODB_ECOLI,98.69,229,3,0,200076,200762,1,229,1.34E-103,331,100
2383,705963,NODE_9,BAC0611|modC|sp|P09833|MODC_ECOLI,99.148,352,3,0,200768,201823,1,352,0,670,100
2879,705963,NODE_9,BAC0003|acn|tr|O53166|O53166_MYCTU,42.553,47,26,1,209628,209768,820,865,0.17,37,63.83
2944,705963,NODE_9,BAC0178|gesA|tr|Q8ZRG8|Q8ZRG8_SALTY,37.288,59,32,1,234930,235091,133,75,0.09,37.4,61.02
2845,705963,NODE_9,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,45.349,86,46,1,242625,242882,85,1,1.22E-08,53.9,61.63
6566,706090,NODE_1,BAC0643|corB|tr|Q9X621|Q9X621_SALTM,94.714,227,12,0,18217,18897,1,227,4.60E-142,442,97.8
7142,706090,NODE_1,BAC0685|merR|tr|H6WCN2|H6WCN2_9FLAO,40.678,59,35,0,43308,43484,45,103,5.74E-05,45.8,61.02
6697,706090,NODE_1,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,35.983,239,141,2,52197,52913,5,231,6.62E-43,162,61.09
65761,706090,NODE_1,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,99.432,176,1,0,58083,58610,1,176,8.07E-114,359,99.43
6533,706090,NODE_1,BAC0147|emrA|sp|P27303|EMRA_ECOLI,99.744,390,1,0,58740,59909,1,390,0,773,100
6521,706090,NODE_1,BAC0148|emrB|sp|P0AEJ0|EMRB_ECOLI,99.801,502,1,0,59929,61434,1,502,0,943,100
6624,706090,NODE_1,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,54.583,240,109,0,80147,80866,371,132,8.40E-73,252,71.67
6623,706090,NODE_1,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,47.249,309,158,3,102790,103713,137,441,2.71E-78,268,66.67
7122,706090,NODE_1,BAC0557|ycnK|sp|P94433|YCNK_BACSU,36.066,61,39,0,108844,109026,61,1,2.81E-06,51.2,65.57
6547,706090,NODE_1,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,98.182,330,2,1,116394,117371,330,1,0,641,98.79
7173,706090,NODE_1,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,141059,141193,36,80,0.1,38.9,66.67
6929,706090,NODE_1,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,258714,258848,106,62,5.3,33.5,60
6625,706090,NODE_1,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.587,317,164,5,282633,283577,441,141,9.83E-67,234,62.15
6558,706090,NODE_1,BAC0138|dsbC|sp|P0AEG6|DSBC_ECOLI,99.153,236,2,0,316540,317247,236,1,5.85E-157,485,99.58
6892,706090,NODE_1,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,44.262,61,32,1,349350,349532,3,61,2.14E-07,55.8,65.57
6845,706090,NODE_1,BAC0417|vcaM|tr|Q9KKV4|Q9KKV4_VIBCH,34.783,46,30,0,403901,404038,421,376,6.3,33.1,60.87
6538,706090,NODE_1,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.561,499,97,0,445400,446896,499,1,0,710,89.78
6622,706090,NODE_1,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,99.225,129,1,0,486350,486736,129,1,4.34E-80,261,99.22
6660,706090,NODE_1,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,486888,487535,1,216,9.37E-53,186,66.67
6924,706090,NODE_1,BAC0163|fecD|sp|P15029|FECD_ECOLI,42.077,183,106,0,492871,493419,317,135,3.30E-19,92.4,60.11
6641,706090,NODE_1,BAC0164|fecE|sp|P15031|FECE_ECOLI,43.775,249,139,1,493869,494615,253,6,1.39E-60,210,62.65
6526,706090,NODE_1,BAC0393|tolC|sp|P02930|TOLC_ECOLI,99.789,473,1,0,501901,503319,21,493,0,919,99.79
6567,706090,NODE_1,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,99.611,257,1,0,509937,510707,1,257,8.32E-139,434,99.61
6548,706090,NODE_1,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,539893,540633,71,314,4.05E-59,209,66.8
6557,706090,NODE_1,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,99.213,254,2,0,541519,542280,254,1,8.69E-170,523,99.61
6665,706090,NODE_1,BAC0446|yhcN|sp|P64614|YHCN_ECOLI,98.851,87,1,0,695008,695268,1,87,1.26E-50,174,98.85
6629,706090,NODE_1,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.5,40,23,0,729196,729315,402,441,5,33.5,62.5
7082,706090,NODE_1,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,49.153,59,30,0,731052,731228,59,1,2.16E-11,64.7,66.1
6540,706090,NODE_1,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,99.221,385,3,0,731627,732781,1,385,0,702,99.74
6503,706090,NODE_1,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,99.323,1034,7,0,732796,735897,1,1034,0,1977,99.71
3697,706090,NODE_10,BAC0485|pmrC|tr|Q70FH1|Q70FH1_PECCC,58.178,538,225,0,91244,92857,7,544,0,663,76.21
3713,706090,NODE_10,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,59.276,221,90,0,92869,93531,1,221,1.58E-71,238,78.28
3701,706090,NODE_10,BAC0488|pmrB|sp|Q70FG9|PMRB_PECSS,56.657,353,148,3,93571,94620,10,360,2.15E-114,368,71.67
3700,706090,NODE_10,BAC0220|mdtN/yjcR|sp|P32716|MDTN_ECOLI,98.834,343,4,0,122086,123114,1,343,2.01E-175,542,99.71
3696,706090,NODE_10,BAC0564|actP/yjcG|sp|P32705|ACTP_ECOLI,99.454,549,3,0,146034,147680,1,549,0,945,100
3705,706090,NODE_10,BAC0370|soxR|sp|P0ACS2|SOXR_ECOLI,99.351,154,1,0,153537,153998,154,1,1.57E-97,310,99.35
3716,706090,NODE_10,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,100,107,0,0,154084,154404,1,107,9.34E-67,220,100
3845,706090,NODE_10,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,44.186,43,19,1,157603,157716,10,52,0.38,35,60.47
3918,706090,NODE_10,BAC0440|yfeB|sp|Q56953|YFEB_YERPE,45.455,77,38,2,160042,160272,134,206,1.15E-08,58.5,64.94
3709,706090,NODE_10,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,40.761,368,216,2,164342,165442,6,372,2.19E-81,276,60.6
3703,706090,NODE_10,BAC0470|zur/yjbK|sp|P0AC51|ZUR_ECOLI,97.661,171,4,0,182831,183343,1,171,4.74E-111,350,99.42
3699,706090,NODE_10,BAC0196|iclR|sp|P16528|ICLR_ECOLI,100,270,0,0,222663,223472,1,270,0,554,100
3712,706090,NODE_10,BAC0447|yjaA|sp|P09162|YJAA_ECOLI,97.638,127,3,0,230244,230624,127,1,2.24E-78,254,98.43
855,706090,NODE_11,BAC0196|iclR|sp|P16528|ICLR_ECOLI,42.424,264,149,2,18139,18921,271,8,3.72E-61,211,65.91
789,706090,NODE_11,BAC0166|fetB/ybbM|sp|P77307|YBBM_ECOLI,99.614,259,1,0,27527,28303,259,1,3.78E-150,466,100
835,706090,NODE_11,BAC0105|cueR/ybbI|sp|P0A9G4|CUER_ECOLI,98.519,135,2,0,31831,32235,135,1,7.38E-87,279,100
727,706090,NODE_11,BAC0725|copA|sp|Q59385|COPA_ECOLI,98.921,834,9,0,34849,37350,1,834,0,1570,99.52
798,706090,NODE_11,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,100,215,0,0,59703,60347,215,1,5.75E-144,446,100
771,706090,NODE_11,BAC0005|acrA|sp|P0AE06|ACRA_ECOLI,99.748,397,1,0,60489,61679,1,397,0,698,99.75
725,706090,NODE_11,BAC0006|acrB|sp|P31224|ACRB_ECOLI,99.905,1049,1,0,61705,64851,1,1049,0,2008,100
7571,706090,NODE_11,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,79.252,588,122,0,73699,75462,588,1,0,862,89.46
748,706090,NODE_11,BAC0353|smdA|tr|A7VN01|A7VN01_SERMA,79.082,588,123,0,75464,77227,588,1,0,912,88.27
844,706090,NODE_11,BAC0490|G2alt|tr|B0FSM1|B0FSM1_9BACI,56.621,219,91,2,80545,81201,1,215,5.17E-77,254,71.23
1213,706090,NODE_11,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,39.583,48,21,2,158230,158349,77,30,4.9,31.6,60.42
1086,706090,NODE_11,BAC0475|dmeR|tr|Q1MJL3|Q1MJL3_RHIL3,38.462,91,55,1,163356,163628,1,90,3.98E-14,69.3,65.93
853,706090,NODE_11,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,43.558,326,140,8,191087,192013,141,439,8.37E-65,228,60.12
1032,706090,NODE_11,BAC0375|srpR|sp|Q9R9T9|SRPR_PSEPU,43.137,51,29,0,213658,213810,13,63,0.000251,44.3,66.67
2188,706090,NODE_12,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,35.088,57,35,1,10667,10831,482,538,0.028,38.9,71.93
2242,706090,NODE_12,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,35.556,45,27,1,11156,11284,1286,1330,0.96,34.3,60
2270,706090,NODE_12,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,42.373,59,32,1,57836,58012,471,415,0.000135,46.6,61.02
1970,706090,NODE_12,BAC0039|baeR|sp|P69228|BAER_ECOLI,37.447,235,137,3,59125,59823,238,12,1.51E-40,150,60
1918,706090,NODE_12,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.51,286,162,4,119771,120628,276,2,9.46E-57,201,62.59
1789,706090,NODE_12,BAC0461|zntA/yhhO|sp|P37617|ATZN_ECOLI,98.345,725,12,0,137909,140083,1,725,0,1280,99.03
1799,706090,NODE_12,BAC0270|nikA|sp|P33590|NIKA_ECOLI,99.046,524,5,0,145292,146863,1,524,0,1075,99.24
1823,706090,NODE_12,BAC0271|nikB|sp|P33591|NIKB_ECOLI,99.682,314,1,0,146866,147807,1,314,0,626,100
1850,706090,NODE_12,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,99.278,277,2,0,147807,148637,1,277,6.26E-152,471,100
1835,706090,NODE_12,BAC0273|nikD|sp|P33593|NIKD_ECOLI,99.213,254,2,0,148640,149401,1,254,1.06E-164,507,99.21
1824,706090,NODE_12,BAC0274|nikE|sp|P33594|NIKE_ECOLI,96.911,259,8,0,149401,150177,1,259,5.59E-166,511,99.23
1896,706090,NODE_12,BAC0275|nikR|sp|P0A6Z6|NIKR_ECOLI,100,133,0,0,150213,150611,1,133,9.53E-73,238,100
2258,706090,NODE_12,BAC0528|vexC|tr|Q9KR86|Q9KR86_VIBCH,44.186,43,23,1,161854,161979,103,61,0.026,38.9,72.09
1806,706090,NODE_12,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,165469,166890,26,499,0,925,100
1880,706090,NODE_12,BAC0582|arsC|sp|P08692|ARSC1_ECOLX,92.908,141,10,0,175901,176323,1,141,7.72E-84,270,95.74
2234,706090,NODE_12,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,46.939,49,26,0,187023,187169,642,690,4.61E-05,48.5,61.22
1902,706090,NODE_12,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,100,108,0,0,188535,188858,108,1,8.51E-69,226,100
1952,706090,NODE_12,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,97.436,78,2,0,188977,189210,110,33,1.13E-44,157,100
1861,706090,NODE_12,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,190932,191456,1,175,1.36E-112,354,100
1813,706090,NODE_12,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,99.481,385,2,0,191798,192952,1,385,0,736,99.74
1785,706090,NODE_12,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.421,1037,6,0,192980,196090,1,1037,0,1947,99.81
1848,706090,NODE_12,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,94.628,242,13,0,196459,197184,242,1,5.45E-153,473,97.52
1846,706090,NODE_12,BAC0177|gadX|sp|P37639|GADX_ECOLI,92.701,274,20,0,197556,198377,274,1,3.11E-159,492,94.16
1851,706090,NODE_12,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,201,0,0,198750,199352,466,266,2.00E-130,418,100
1852,706090,NODE_12,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,201,0,0,198750,199352,466,266,2.06E-130,418,100
3356,706090,NODE_13,BAC0146|emmdR|tr|D5CJ69|D5CJ69_ENTCC,81.264,459,86,0,12796,14172,3,461,0,660,90.41
3347,706090,NODE_13,BAC0432|ybtP|tr|Q9R7V3|Q9R7V3_YERPE,99.833,600,1,0,46353,48152,1,600,0,1120,99.83
3361,706090,NODE_13,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,98.039,204,4,0,89186,89797,204,1,1.74E-128,401,99.02
3362,706090,NODE_13,BAC0125|czcR|sp|Q44006|CZCR_RALME,56.221,217,94,1,92350,92997,1,217,3.16E-78,258,76.96
3358,706090,NODE_13,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,55.362,345,134,5,95937,96926,362,23,3.61E-111,358,70.14
3414,706090,NODE_13,BAC0451|yodD|sp|P64519|YODD_ECOLI,100,75,0,0,105833,106057,75,1,2.69E-43,151,100
3476,706090,NODE_13,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.075,53,36,0,106509,106667,195,143,2.1,32,60.38
3384,706090,NODE_13,BAC0150|emrE/mvrC|sp|P23895|EMRE_ECOLI,98.182,110,2,0,118688,119017,1,110,6.72E-66,217,99.09
3357,706090,NODE_13,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,82.991,341,52,2,121052,122059,362,23,0,565,89.15
3415,706090,NODE_13,BAC0497|pfr|sp|P52093|FTN_HELPY,45.513,156,85,0,144209,144676,156,1,1.05E-41,150,65.38
3388,706090,NODE_13,BAC0638|copR|tr|C6FFR4|C6FFR4_PSEFL,36.25,80,39,4,162810,163046,46,114,0.005,40,60
4954,706090,NODE_14,BAC0003|acn|tr|O53166|O53166_MYCTU,55.638,940,353,9,26575,29226,10,941,0,1008,70
5274,706090,NODE_14,BAC0557|ycnK|sp|P94433|YCNK_BACSU,30.986,71,48,1,34849,35061,74,5,0.002,40.8,61.97
4985,706090,NODE_14,BAC0156|fabI|sp|P0AEK4|FABI_ECOLI,99.618,262,1,0,40974,41759,262,1,1.09E-174,536,99.62
4983,706090,NODE_14,BAC0494|eefA|tr|A8CY69|A8CY69_KLEPN,79.357,373,76,1,42948,44063,1,373,0,584,88.74
4948,706090,NODE_14,BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3,58.196,1031,421,6,44069,47146,1,1026,0,1081,75.36
5031,706090,NODE_14,BAC0360|smeF|tr|Q9F239|Q9F239_STEMA,40.091,439,254,4,47219,48520,22,456,1.06E-78,268,60.36
5042,706090,NODE_14,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,43.438,320,157,5,56052,56996,441,141,1.80E-67,235,60.62
5283,706090,NODE_14,BAC0599|modB|tr|Q72FN2|Q72FN2_DESVH,40,40,24,0,62846,62965,110,149,0.94,33.1,60
5052,706090,NODE_14,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.298,285,159,4,69931,70785,2,272,3.93E-59,207,62.46
50931,706090,NODE_14,BAC0352|sitD|tr|Q9XCR9|Q9XCR9_SALTM,54.167,48,20,1,100575,100712,251,204,3.29E-14,52.8,79.17
5092,706090,NODE_14,BAC0352|sitD|tr|Q9XCR9|Q9XCR9_SALTM,72.34,94,26,0,100840,101121,104,11,1.37E-38,145,90.43
49861,706090,NODE_14,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,68.783,378,104,6,101776,102906,365,1,1.12E-149,469,81.22
4982,706090,NODE_14,BAC0384|tehA|sp|P25396|TEHA_ECOLI,98.788,330,4,0,142805,143794,1,330,0,612,98.79
4988,706090,NODE_14,BAC0385|tehB|sp|P25397|TEHB_ECOLI,98.985,197,2,0,143794,144384,1,197,5.21E-130,405,98.98
